Policy ID,Customer ID,Year,Policy Type,Premium,Deductible,Coverage Type,Premium Increase (%),Previous Year Claims,Previous Year Missed Payments,Churn
11147_2020,11147,2020,Life,3201.0,2888.0,Basic,8.0,1,1,1
11148_2020,11148,2020,Health,1812.0,4861.0,Standard,3.0,1,2,1
11149_2020,11149,2020,Health,2979.0,3358.0,Premium,18.0,1,1,1
11150_2020,11150,2020,Auto,2915.0,3715.0,Basic,6.0,2,1,1
11151_2020,11151,2020,Auto,3989.0,2689.0,Basic,10.0,2,0,1
11152_2020,11152,2020,Auto,4688.0,822.0,Standard,15.0,1,0,1
11153_2020,11153,2020,Health,1389.0,1739.0,Basic,11.0,1,0,1
11154_2020,11154,2020,Life,1920.0,4838.0,Basic,19.0,2,2,1
11155_2020,11155,2020,Health,4712.0,4617.0,Basic,1.0,1,2,1
11156_2020,11156,2020,Auto,2936.0,1545.0,Premium,18.0,1,2,1
11157_2020,11157,2020,Life,,797.0,Standard,12.0,2,1,1
11158_2020,11158,2020,Health,4623.0,2016.0,Standard,9.0,1,0,0
11159_2020,11159,2020,Health,,871.0,Premium,1.0,0,2,1
11160_2020,11160,2020,Life,3036.0,3356.0,Standard,7.0,1,2,1
11161_2020,11161,2020,Life,2301.0,2755.0,Basic,2.0,1,1,0
11162_2020,11162,2020,Home,3525.0,1585.0,Basic,,2,2,1
11163_2020,11163,2020,Home,4693.0,1744.0,Standard,2.0,2,1,1
11164_2020,11164,2020,Health,2820.0,975.0,Basic,16.0,1,0,1
11165_2020,11165,2020,Life,4427.0,2524.0,Basic,3.0,0,2,1
11166_2020,11166,2020,Life,,3302.0,Basic,5.0,1,0,0
11167_2020,11167,2020,Auto,1988.0,2826.0,Basic,12.0,2,1,1
11168_2020,11168,2020,Life,3696.0,4093.0,Premium,16.0,2,1,1
11169_2020,11169,2020,Health,3882.0,567.0,Basic,13.0,2,0,1
11170_2020,11170,2020,Home,3729.0,2436.0,Basic,18.0,2,0,1
11171_2020,11171,2020,Health,4329.0,3389.0,Premium,16.0,0,1,1
11172_2020,11172,2020,Health,4617.0,,Basic,8.0,0,0,0
11173_2020,11173,2020,Health,3344.0,3821.0,Basic,5.0,1,2,1
11174_2020,11174,2020,Auto,2954.0,4444.0,Standard,8.0,0,0,0
11175_2020,11175,2020,Health,3145.0,4958.0,Basic,9.0,0,2,1
11176_2020,11176,2020,Life,3228.0,,,19.0,1,1,1
11177_2020,11177,2020,Health,2908.0,1959.0,Standard,3.0,1,0,0
11178_2020,11178,2020,Health,4218.0,2241.0,Premium,1.0,2,0,1
11179_2020,11179,2020,Auto,1306.0,1750.0,Standard,4.0,0,0,0
11180_2020,11180,2020,Health,4517.0,4756.0,Basic,3.0,2,1,1
11181_2020,11181,2020,Auto,3041.0,1519.0,Basic,6.0,2,1,1
11182_2020,11182,2020,Health,4942.0,3081.0,Standard,17.0,1,2,1
11183_2020,11183,2020,Auto,4575.0,1638.0,Standard,7.0,1,1,0
11184_2020,11184,2020,Health,2748.0,4084.0,Basic,4.0,0,1,1
11185_2020,11185,2020,Health,4859.0,4534.0,Basic,12.0,0,0,0
11186_2020,11186,2020,Health,3681.0,4318.0,Standard,9.0,2,0,1
11187_2020,11187,2020,Auto,4011.0,1789.0,Standard,19.0,1,1,1
11188_2020,11188,2020,Health,2840.0,3082.0,Basic,11.0,0,1,1
11189_2020,11189,2020,Auto,1360.0,4485.0,Basic,1.0,1,1,0
11190_2020,11190,2020,Auto,4453.0,4843.0,Standard,8.0,0,0,0
11191_2020,11191,2020,Health,4720.0,4440.0,Premium,6.0,1,0,1
11192_2020,11192,2020,Health,1872.0,2960.0,Basic,0.0,0,0,0
11193_2020,11193,2020,Health,1706.0,2944.0,Standard,9.0,2,1,1
11194_2020,11194,2020,Health,2431.0,952.0,Standard,3.0,2,1,1
11195_2020,11195,2020,Health,3490.0,1942.0,Standard,10.0,0,2,1
11196_2020,11196,2020,Home,,4683.0,Basic,12.0,1,1,1
11197_2020,11197,2020,Auto,2795.0,1237.0,Standard,17.0,1,0,1
11198_2020,11198,2020,Health,1267.0,3021.0,Basic,,1,2,1
11199_2020,11199,2020,Health,3543.0,3215.0,Premium,9.0,1,1,1
11200_2020,11200,2020,Auto,2824.0,3754.0,,16.0,2,2,1
11201_2020,11201,2020,Life,2581.0,3816.0,Basic,2.0,0,1,1
11202_2020,11202,2020,Health,4230.0,1365.0,Basic,19.0,0,0,1
11203_2020,11203,2020,Life,1804.0,1646.0,,10.0,1,2,1
11204_2020,11204,2020,Health,4665.0,4399.0,Basic,16.0,0,2,1
11205_2020,11205,2020,Auto,4756.0,3591.0,Standard,17.0,2,0,1
11206_2020,11206,2020,Health,4543.0,4856.0,Standard,8.0,1,2,1
11207_2020,11207,2020,Health,4838.0,2056.0,Basic,18.0,0,2,1
11208_2020,11208,2020,Health,2112.0,1235.0,Standard,12.0,0,0,1
11209_2020,11209,2020,Health,2509.0,2299.0,Premium,6.0,1,1,1
11210_2020,11210,2020,Auto,3067.0,1602.0,,11.0,0,2,1
11211_2020,11211,2020,Life,1037.0,4030.0,Premium,15.0,0,2,1
11212_2020,11212,2020,Health,2327.0,1614.0,Basic,2.0,1,2,1
11213_2020,11213,2020,Health,4896.0,2798.0,Basic,4.0,0,1,0
11214_2020,11214,2020,Auto,4159.0,2192.0,Standard,17.0,2,2,1
11215_2020,11215,2020,Health,4089.0,607.0,Standard,13.0,0,2,1
11216_2020,11216,2020,Health,2062.0,965.0,Standard,5.0,1,2,1
11217_2020,11217,2020,Auto,4582.0,586.0,Standard,12.0,1,1,1
11218_2020,11218,2020,Health,2758.0,2843.0,,8.0,1,2,1
11219_2020,11219,2020,Life,2923.0,2411.0,,8.0,0,1,0
11220_2020,11220,2020,Life,4855.0,3385.0,Premium,19.0,0,1,1
11221_2020,11221,2020,Auto,4223.0,1765.0,Standard,7.0,0,1,1
11222_2020,11222,2020,Health,1005.0,,Basic,,0,1,0
11223_2020,11223,2020,Auto,4802.0,2380.0,Standard,8.0,2,1,1
11224_2020,11224,2020,Auto,1370.0,,Standard,18.0,2,1,1
11225_2020,11225,2020,Health,1091.0,4585.0,Standard,14.0,0,1,0
11226_2020,11226,2020,Auto,1718.0,533.0,Basic,5.0,0,1,0
11227_2020,11227,2020,Health,1712.0,,Basic,6.0,2,0,1
11228_2020,11228,2020,Health,4080.0,3352.0,Standard,6.0,1,1,1
11229_2020,11229,2020,Auto,2304.0,3709.0,Standard,7.0,1,1,1
11230_2020,11230,2020,Health,3856.0,4798.0,Premium,19.0,2,2,1
11231_2020,11231,2020,Health,4168.0,3643.0,Premium,,0,1,1
11232_2020,11232,2020,Health,3336.0,4329.0,Standard,2.0,1,1,0
11233_2020,11233,2020,Health,4953.0,2200.0,Standard,8.0,1,1,1
11234_2020,11234,2020,Home,4640.0,3539.0,,6.0,2,1,1
11235_2020,11235,2020,Life,4498.0,1545.0,Basic,19.0,2,1,1
11236_2020,11236,2020,Health,2290.0,1254.0,Basic,1.0,2,2,1
11237_2020,11237,2020,Life,2160.0,4649.0,Basic,9.0,0,2,1
11238_2020,11238,2020,Auto,1272.0,4394.0,Basic,0.0,1,0,0
11239_2020,11239,2020,Auto,4427.0,3369.0,Standard,10.0,1,1,1
11240_2020,11240,2020,Health,4256.0,1128.0,Basic,8.0,2,0,1
11241_2020,11241,2020,Health,3763.0,4011.0,Standard,8.0,1,1,1
11242_2020,11242,2020,Health,4139.0,4792.0,Basic,3.0,1,0,1
11243_2020,11243,2020,Health,4308.0,1537.0,Basic,4.0,0,2,1
11244_2020,11244,2020,Health,4980.0,4171.0,Standard,18.0,0,2,1
11245_2020,11245,2020,Health,2407.0,893.0,Standard,5.0,0,1,0
11246_2020,11246,2020,Health,3779.0,3513.0,Premium,10.0,1,1,1
11247_2020,11247,2020,Auto,2417.0,3526.0,Basic,18.0,2,2,1
11248_2020,11248,2020,Health,3162.0,1538.0,Premium,18.0,1,0,1
11249_2020,11249,2020,Auto,3234.0,3316.0,Standard,14.0,0,2,1
11250_2020,11250,2020,Health,3727.0,3310.0,,18.0,2,0,1
11251_2020,11251,2020,Health,2554.0,2927.0,Premium,8.0,2,1,1
11252_2020,11252,2020,Health,3559.0,725.0,Basic,13.0,2,2,1
11253_2020,11253,2020,Auto,2490.0,3831.0,Standard,3.0,2,2,1
11254_2020,11254,2020,Health,2218.0,3925.0,Premium,16.0,2,1,1
11255_2020,11255,2020,Auto,1917.0,2077.0,Basic,12.0,0,2,1
11256_2020,11256,2020,Life,2773.0,3478.0,Premium,6.0,2,2,1
11257_2020,11257,2020,Auto,4249.0,818.0,Standard,13.0,0,1,1
11258_2020,11258,2020,Health,2226.0,2244.0,Premium,2.0,1,2,1
11259_2020,11259,2020,Auto,2683.0,3322.0,Standard,16.0,2,1,1
11260_2020,11260,2020,Health,1628.0,2876.0,Premium,6.0,1,2,1
11261_2020,11261,2020,Home,3098.0,4950.0,Standard,4.0,0,0,0
11262_2020,11262,2020,Health,2573.0,2284.0,Standard,11.0,2,0,1
11263_2020,11263,2020,Life,1750.0,1385.0,Premium,12.0,2,2,1
11264_2020,11264,2020,Health,3002.0,1870.0,Standard,19.0,0,0,0
11265_2020,11265,2020,Auto,1423.0,3462.0,Standard,5.0,0,2,1
11266_2020,11266,2020,Life,3940.0,2495.0,Basic,,2,0,1
11267_2020,11267,2020,Health,2601.0,2863.0,Standard,14.0,0,1,0
11268_2020,11268,2020,Health,3023.0,2153.0,Standard,1.0,1,0,0
11269_2020,11269,2020,Life,2896.0,2137.0,Standard,16.0,0,1,1
11270_2020,11270,2020,Life,2245.0,2842.0,Basic,14.0,0,0,0
11271_2020,11271,2020,Health,2930.0,4490.0,Standard,17.0,1,1,1
11272_2020,11272,2020,Health,4786.0,2415.0,Basic,18.0,2,2,1
11273_2020,11273,2020,Health,2127.0,3940.0,Basic,16.0,1,1,1
11274_2020,11274,2020,Health,1297.0,4617.0,Premium,13.0,2,2,1
11275_2020,11275,2020,Health,3562.0,1933.0,Basic,13.0,0,2,1
11276_2020,11276,2020,Health,2655.0,4151.0,Basic,0.0,0,1,1
11277_2020,11277,2020,Health,3162.0,3983.0,Premium,6.0,2,1,1
11278_2020,11278,2020,Auto,2165.0,3026.0,Standard,2.0,1,2,1
11279_2020,11279,2020,Health,4314.0,2087.0,Basic,14.0,0,1,1
11280_2020,11280,2020,Health,3503.0,2951.0,Standard,13.0,1,2,1
11281_2020,11281,2020,Health,1384.0,,Premium,14.0,2,0,1
11282_2020,11282,2020,Life,1210.0,,Standard,11.0,1,1,1
11283_2020,11283,2020,Health,1556.0,4712.0,Standard,12.0,1,2,1
11284_2020,11284,2020,Health,2021.0,3649.0,Basic,1.0,0,1,1
11285_2020,11285,2020,Health,3549.0,4163.0,Standard,12.0,0,1,0
11286_2020,11286,2020,Life,3120.0,1018.0,Basic,10.0,0,2,1
11287_2020,11287,2020,Life,3829.0,724.0,,18.0,2,0,1
11288_2020,11288,2020,Health,4353.0,694.0,Basic,19.0,2,0,1
11289_2020,11289,2020,Health,2997.0,,Standard,18.0,1,0,1
11290_2020,11290,2020,Health,3483.0,4588.0,Basic,13.0,1,1,1
11291_2020,11291,2020,Life,2294.0,3892.0,Standard,6.0,1,1,1
11292_2020,11292,2020,Life,1694.0,1239.0,Standard,9.0,0,0,0
11293_2020,11293,2020,Life,1597.0,4634.0,Standard,1.0,0,2,1
11294_2020,11294,2020,Life,,4299.0,Basic,15.0,2,1,1
11295_2020,11295,2020,Health,3334.0,3816.0,Basic,11.0,1,2,1
11296_2020,11296,2020,Health,1482.0,4527.0,Basic,17.0,0,2,1
11297_2020,11297,2020,Auto,1505.0,4437.0,Basic,,1,0,0
11298_2020,11298,2020,Health,3108.0,1305.0,Premium,4.0,0,1,1
11299_2020,11299,2020,Health,,3135.0,,4.0,1,0,1
11300_2020,11300,2020,Health,2373.0,803.0,Basic,13.0,2,1,1
11301_2020,11301,2020,Health,1893.0,2997.0,Premium,13.0,0,0,0
11302_2020,11302,2020,Health,4212.0,1256.0,Premium,,0,0,0
11303_2020,11303,2020,Home,3560.0,,Basic,4.0,1,1,1
11304_2020,11304,2020,Auto,2493.0,3394.0,,6.0,1,2,1
11305_2020,11305,2020,Life,4299.0,3404.0,Standard,17.0,2,1,1
11306_2020,11306,2020,Home,3472.0,2921.0,Standard,2.0,1,0,0
11307_2020,11307,2020,Auto,3007.0,2632.0,Premium,18.0,1,1,1
11308_2020,11308,2020,Health,3841.0,2468.0,Basic,18.0,1,2,1
11309_2020,11309,2020,Health,4484.0,2219.0,Standard,12.0,2,1,1
11310_2020,11310,2020,Auto,3279.0,4570.0,Basic,,1,2,1
11311_2020,11311,2020,Home,1736.0,4515.0,Standard,6.0,2,2,1
11312_2020,11312,2020,Auto,2659.0,4461.0,Basic,13.0,2,2,1
11313_2020,11313,2020,Health,4036.0,3254.0,,2.0,1,2,1
11314_2020,11314,2020,Health,2411.0,1553.0,Standard,5.0,0,0,0
11315_2020,11315,2020,Life,1421.0,1406.0,Basic,0.0,1,0,0
11316_2020,11316,2020,Health,2916.0,1323.0,Standard,6.0,0,1,0
11317_2020,11317,2020,Life,1611.0,3094.0,Basic,,2,0,1
11318_2020,11318,2020,Health,4064.0,1116.0,Basic,8.0,2,0,1
11319_2020,11319,2020,Health,2016.0,4802.0,Basic,9.0,2,2,1
11320_2020,11320,2020,Health,4450.0,2030.0,Basic,19.0,1,1,1
11321_2020,11321,2020,Auto,4474.0,2442.0,Premium,5.0,1,1,1
11322_2020,11322,2020,Auto,1782.0,2148.0,Standard,16.0,2,1,1
11323_2020,11323,2020,Health,1065.0,,Basic,1.0,0,0,0
11324_2020,11324,2020,Auto,1857.0,3585.0,Basic,,2,2,1
11325_2020,11325,2020,Health,4893.0,4018.0,Basic,9.0,0,2,1
11326_2020,11326,2020,Health,2796.0,3181.0,Basic,17.0,0,2,1
11327_2020,11327,2020,Health,3083.0,2981.0,Standard,2.0,1,0,0
11328_2020,11328,2020,Auto,1714.0,2534.0,Standard,14.0,2,1,1
11329_2020,11329,2020,Auto,1969.0,,Basic,6.0,0,2,1
11330_2020,11330,2020,Health,2021.0,2072.0,Basic,16.0,1,2,1
11331_2020,11331,2020,Health,1058.0,908.0,Standard,0.0,0,2,0
11332_2020,11332,2020,Health,1772.0,1322.0,Premium,2.0,1,2,1
11333_2020,11333,2020,Health,4694.0,2665.0,Basic,,0,0,1
11334_2020,11334,2020,Life,1412.0,3205.0,Basic,0.0,0,1,0
11335_2020,11335,2020,Health,2546.0,2135.0,Basic,8.0,0,0,1
11336_2020,11336,2020,Health,3523.0,1751.0,Standard,6.0,1,2,1
11337_2020,11337,2020,Auto,4789.0,2211.0,Premium,,0,2,1
11338_2020,11338,2020,Health,1509.0,1488.0,Premium,16.0,2,1,1
11339_2020,11339,2020,Health,4360.0,4039.0,Standard,10.0,1,0,1
11340_2020,11340,2020,Auto,4172.0,846.0,Standard,10.0,1,2,1
11341_2020,11341,2020,Health,2419.0,1894.0,Standard,9.0,0,1,1
11342_2020,11342,2020,Home,4458.0,2796.0,Basic,19.0,2,1,1
11343_2020,11343,2020,Health,4994.0,657.0,Standard,16.0,1,1,1
11344_2020,11344,2020,Life,,3908.0,Standard,11.0,1,2,1
11345_2020,11345,2020,Health,3413.0,787.0,Premium,5.0,1,1,1
11346_2020,11346,2020,Life,2450.0,2327.0,Standard,12.0,2,1,1
11347_2020,11347,2020,Health,4472.0,4477.0,Basic,8.0,1,2,1
11348_2020,11348,2020,Health,1133.0,3611.0,Premium,3.0,0,2,1
11349_2020,11349,2020,Life,3125.0,2212.0,Premium,5.0,0,1,1
11350_2020,11350,2020,Health,3311.0,1046.0,Premium,3.0,1,2,1
11351_2020,11351,2020,Health,2776.0,2817.0,Basic,10.0,0,1,1
11352_2020,11352,2020,Auto,4166.0,3879.0,Basic,4.0,2,2,1
11353_2020,11353,2020,Health,4694.0,3607.0,Standard,0.0,2,0,1
11354_2020,11354,2020,Life,4817.0,1130.0,Standard,5.0,0,0,0
11355_2020,11355,2020,Auto,1821.0,,,10.0,1,1,1
11356_2020,11356,2020,Auto,2594.0,,Basic,8.0,0,0,0
11357_2020,11357,2020,Auto,2549.0,4470.0,Premium,10.0,2,2,1
11358_2020,11358,2020,Auto,1648.0,3341.0,Premium,2.0,2,2,1
11359_2020,11359,2020,Home,2866.0,-1000.0,Premium,3.0,2,0,1
11360_2020,11360,2020,Auto,2591.0,1464.0,Basic,,2,2,1
11361_2020,11361,2020,Life,1176.0,3185.0,Standard,5.0,0,0,0
11362_2020,11362,2020,Auto,4003.0,2896.0,Premium,17.0,1,0,1
11363_2020,11363,2020,Health,4472.0,2104.0,Basic,9.0,1,2,1
11364_2020,11364,2020,Health,2590.0,2624.0,Premium,2.0,1,2,1
11365_2020,11365,2020,Health,46650.0,2060.0,Basic,18.0,0,2,1
11366_2020,11366,2020,Health,4730.0,2373.0,Premium,2.0,2,2,1
11367_2020,11367,2020,Auto,1450.0,668.0,Premium,15.0,1,2,1
11368_2020,11368,2020,Auto,4125.0,3835.0,Basic,15.0,0,1,1
11369_2020,11369,2020,Health,3674.0,2538.0,Premium,5.0,1,1,1
11370_2020,11370,2020,Health,,2714.0,Basic,11.0,2,2,1
11371_2020,11371,2020,Life,1022.0,-500.0,Standard,12.0,0,1,0
11372_2020,11372,2020,Health,3120.0,4740.0,Basic,7.0,0,1,1
11373_2020,11373,2020,Auto,2781.0,3786.0,Basic,5.0,0,0,0
11374_2020,11374,2020,Auto,1118.0,2816.0,Basic,11.0,2,2,1
11375_2020,11375,2020,Health,2044.0,2780.0,Standard,,2,2,1
11376_2020,11376,2020,Health,4496.0,2477.0,Standard,11.0,0,2,1
11377_2020,11377,2020,Life,2724.0,3700.0,Standard,8.0,0,0,1
11378_2020,11378,2020,Life,2734.0,2919.0,Standard,5.0,0,0,0
11379_2020,11379,2020,Auto,2274.0,3891.0,Premium,19.0,2,1,1
11380_2020,11380,2020,Home,4315.0,3022.0,Standard,12.0,2,2,1
11381_2020,11381,2020,Health,1104.0,1441.0,Basic,4.0,0,2,1
11382_2020,11382,2020,Health,,3493.0,Standard,3.0,2,2,1
11383_2020,11383,2020,Health,3310.0,1824.0,Basic,16.0,2,0,1
11384_2020,11384,2020,Auto,4217.0,1068.0,Basic,1.0,0,1,0
11385_2020,11385,2020,Auto,2475.0,1477.0,Basic,9.0,0,0,1
11386_2020,11386,2020,Health,4170.0,2323.0,Basic,2.0,0,2,1
11387_2020,11387,2020,Health,,4612.0,Basic,17.0,2,0,1
11388_2020,11388,2020,Health,1279.0,2356.0,Basic,9.0,1,1,1
11389_2020,11389,2020,Health,4485.0,2087.0,Premium,1.0,1,1,0
11390_2020,11390,2020,Auto,1096.0,612.0,Premium,7.0,1,1,1
11391_2020,11391,2020,Health,2224.0,1304.0,Basic,4.0,2,2,1
11392_2020,11392,2020,Health,4668.0,4184.0,Basic,5.0,2,1,1
11393_2020,11393,2020,Health,1262.0,1894.0,Standard,15.0,2,2,1
11394_2020,11394,2020,Health,26333.0,1822.0,Premium,16.0,1,2,1
11395_2020,11395,2020,Auto,1922.0,1703.0,Basic,2.0,2,0,1
11396_2020,11396,2020,Life,,2533.0,Basic,,2,2,1
11397_2020,11397,2020,Home,4276.0,1578.0,Standard,0.0,2,2,1
11398_2020,11398,2020,Health,2004.0,1664.0,Standard,15.0,0,2,1
11399_2020,11399,2020,Life,2992.0,2343.0,Standard,3.0,0,1,0
11400_2020,11400,2020,Auto,4803.0,4405.0,Basic,17.0,1,1,1
11401_2020,11401,2020,Health,1938.0,2731.0,Basic,10.0,0,2,0
11402_2020,11402,2020,Health,1822.0,911.0,Standard,4.0,1,0,0
11403_2020,11403,2020,Home,3388.0,1103.0,,4.0,2,0,1
11404_2020,11404,2020,Home,2566.0,1538.0,Basic,18.0,1,0,1
11405_2020,11405,2020,Auto,2495.0,1316.0,Standard,17.0,0,0,1
11406_2020,11406,2020,Health,3376.0,3889.0,Standard,,0,1,0
11407_2020,11407,2020,Auto,,4974.0,Standard,,0,0,0
11408_2020,11408,2020,Life,1615.0,2207.0,Premium,6.0,1,1,0
11409_2020,11409,2020,Life,1076.0,1645.0,Standard,16.0,1,1,1
11410_2020,11410,2020,Life,2707.0,1816.0,,4.0,2,1,1
11411_2020,11411,2020,Auto,1569.0,2210.0,Standard,17.0,1,0,1
11412_2020,11412,2020,Health,1910.0,1143.0,Basic,17.0,0,0,1
11413_2020,11413,2020,Auto,1925.0,2650.0,Standard,13.0,1,0,1
11414_2020,11414,2020,Health,1691.0,,Premium,13.0,1,1,1
11415_2020,11415,2020,Health,1422.0,3580.0,Standard,,0,0,0
11416_2020,11416,2020,Health,4372.0,4565.0,Standard,15.0,0,2,1
11417_2020,11417,2020,Home,2879.0,1475.0,Basic,15.0,2,1,1
11418_2020,11418,2020,Health,1042.0,3941.0,Premium,5.0,0,1,0
11419_2020,11419,2020,Health,1138.0,2482.0,Basic,9.0,2,2,1
11420_2020,11420,2020,Life,2806.0,-1000.0,Standard,15.0,2,1,1
11421_2020,11421,2020,Health,3236.0,3998.0,Standard,16.0,0,1,1
11422_2020,11422,2020,Health,1095.0,1251.0,Standard,15.0,2,0,1
11423_2020,11423,2020,Life,1365.0,1651.0,Basic,14.0,2,2,1
11424_2020,11424,2020,Health,4611.0,660.0,Basic,7.0,1,1,1
11425_2020,11425,2020,Life,3301.0,2969.0,Standard,10.0,1,2,1
11426_2020,11426,2020,Auto,3770.0,3946.0,Premium,13.0,2,0,1
11427_2020,11427,2020,Health,4749.0,3291.0,Premium,1.0,2,1,1
11428_2020,11428,2020,Health,2053.0,2933.0,Basic,10.0,2,0,1
11429_2020,11429,2020,Health,2042.0,3630.0,Standard,14.0,1,2,1
11430_2020,11430,2020,Health,3746.0,4804.0,Basic,,1,0,1
11431_2020,11431,2020,Health,1867.0,2394.0,Basic,2.0,1,2,1
11432_2020,11432,2020,Auto,2432.0,4685.0,Standard,17.0,2,2,1
11433_2020,11433,2020,Health,4697.0,2519.0,Premium,10.0,1,2,1
11434_2020,11434,2020,Auto,3256.0,4678.0,Basic,7.0,2,2,1
11435_2020,11435,2020,Health,4694.0,2767.0,Basic,5.0,2,2,1
11436_2020,11436,2020,Health,2732.0,3283.0,Basic,17.0,2,0,1
11437_2020,11437,2020,Auto,4335.0,4807.0,Basic,14.0,0,1,1
11438_2020,11438,2020,Auto,3881.0,3659.0,Premium,18.0,0,1,1
11439_2020,11439,2020,Health,1742.0,3996.0,Standard,11.0,0,2,1
11440_2020,11440,2020,Auto,3861.0,1737.0,Basic,19.0,1,0,1
11441_2020,11441,2020,Auto,,965.0,Basic,17.0,0,0,0
11442_2020,11442,2020,Health,4925.0,968.0,,5.0,0,0,0
11443_2020,11443,2020,Auto,2122.0,99999.0,Standard,11.0,2,1,1
11444_2020,11444,2020,Health,2634.0,3162.0,Premium,7.0,0,1,0
11445_2020,11445,2020,Health,2038.0,99999.0,Premium,15.0,1,2,1
11446_2020,11446,2020,Home,1368.0,968.0,Premium,8.0,0,1,1
11447_2020,11447,2020,Life,4131.0,935.0,Standard,5.0,0,2,0
11448_2020,11448,2020,Auto,,3124.0,Basic,3.0,1,2,1
11449_2020,11449,2020,Life,4776.0,2208.0,Basic,6.0,0,2,0
11450_2020,11450,2020,Auto,4340.0,1129.0,Standard,18.0,2,2,1
11451_2020,11451,2020,Home,3318.0,,Basic,17.0,0,0,0
11452_2020,11452,2020,Health,4776.0,4750.0,Basic,0.0,2,0,1
11453_2020,11453,2020,Health,3443.0,4064.0,Standard,2.0,2,0,0
11454_2020,11454,2020,Health,4665.0,4094.0,Basic,15.0,2,0,1
11455_2020,11455,2020,Auto,4723.0,2821.0,Standard,9.0,0,1,0
11456_2020,11456,2020,Life,4012.0,2841.0,Premium,1.0,0,2,0
11457_2020,11457,2020,Auto,3416.0,4538.0,Standard,10.0,1,0,1
11458_2020,11458,2020,Health,2532.0,1848.0,Basic,4.0,1,1,1
11459_2020,11459,2020,Health,2574.0,2055.0,Premium,3.0,1,2,1
11460_2020,11460,2020,Health,3405.0,4011.0,Basic,15.0,1,2,1
11461_2020,11461,2020,Health,3543.0,1052.0,Premium,1.0,0,2,0
11462_2020,11462,2020,Health,3411.0,880.0,Standard,15.0,0,0,0
11463_2020,11463,2020,Auto,2116.0,4773.0,Premium,0.0,2,1,1
11464_2020,11464,2020,Health,3275.0,3342.0,Standard,18.0,0,2,1
11465_2020,11465,2020,Health,3444.0,2083.0,Basic,7.0,0,2,1
11466_2020,11466,2020,Health,1338.0,1998.0,Basic,3.0,0,2,1
11467_2020,11467,2020,Home,2205.0,2786.0,Basic,5.0,0,2,1
11468_2020,11468,2020,Health,1451.0,,Basic,19.0,1,2,1
11469_2020,11469,2020,Health,2830.0,2238.0,Standard,10.0,1,1,1
11470_2020,11470,2020,Life,,4409.0,Basic,11.0,1,0,1
11471_2020,11471,2020,Auto,3052.0,1686.0,Basic,11.0,0,1,1
11472_2020,11472,2020,Life,3356.0,4231.0,Standard,15.0,1,0,1
11473_2020,11473,2020,Health,3821.0,1762.0,Basic,8.0,0,2,0
11474_2020,11474,2020,Health,2030.0,1456.0,Premium,,2,1,1
11475_2020,11475,2020,Health,4073.0,1045.0,Standard,6.0,1,2,1
11476_2020,11476,2020,Life,1932.0,-500.0,Premium,9.0,2,0,1
11477_2020,11477,2020,Health,3437.0,2281.0,Basic,15.0,0,2,1
11478_2020,11478,2020,Health,3864.0,4604.0,Standard,5.0,1,1,1
11479_2020,11479,2020,Health,4963.0,713.0,Basic,17.0,1,2,1
11480_2020,11480,2020,Life,3964.0,2034.0,Standard,5.0,1,1,1
11481_2020,11481,2020,Auto,2917.0,1619.0,Standard,16.0,2,2,1
11482_2020,11482,2020,Health,4540.0,2350.0,Standard,7.0,1,0,1
11483_2020,11483,2020,Health,2904.0,2201.0,Standard,19.0,2,1,1
11484_2020,11484,2020,Life,1737.0,4935.0,Basic,3.0,1,1,1
11485_2020,11485,2020,Health,1806.0,1300.0,Basic,11.0,2,0,1
11486_2020,11486,2020,Home,3255.0,1854.0,Premium,9.0,0,0,1
11487_2020,11487,2020,Health,1067.0,3487.0,Premium,14.0,0,2,1
11488_2020,11488,2020,Life,1498.0,1789.0,Premium,14.0,0,0,0
11489_2020,11489,2020,Health,1397.0,2044.0,Basic,1.0,1,0,0
11490_2020,11490,2020,Auto,2357.0,4969.0,Basic,3.0,1,0,1
11491_2020,11491,2020,Health,3444.0,4914.0,Standard,18.0,2,1,1
11492_2020,11492,2020,Health,2122.0,1051.0,Standard,0.0,1,2,1
11493_2020,11493,2020,Health,3535.0,4916.0,Basic,19.0,2,1,1
11494_2020,11494,2020,Auto,4481.0,4651.0,Premium,15.0,0,2,1
11495_2020,11495,2020,Life,3639.0,2601.0,Standard,16.0,0,1,1
11496_2020,11496,2020,Health,1600.0,1514.0,Basic,2.0,2,2,1
11497_2020,11497,2020,Auto,1383.0,3508.0,Basic,18.0,0,0,1
11498_2020,11498,2020,Auto,2189.0,4965.0,Premium,4.0,2,2,1
11499_2020,11499,2020,Health,2752.0,3531.0,Basic,3.0,1,1,1
11500_2020,11500,2020,Auto,1133.0,4991.0,Standard,17.0,1,0,1
11501_2020,11501,2020,Health,1735.0,3336.0,Basic,1.0,0,0,0
11502_2020,11502,2020,Auto,4514.0,2463.0,Basic,11.0,0,0,1
11503_2020,11503,2020,Health,1354.0,2483.0,Basic,5.0,1,1,1
11504_2020,11504,2020,Health,3686.0,529.0,Premium,10.0,2,0,1
11505_2020,11505,2020,Auto,3086.0,4750.0,Standard,16.0,1,0,1
11506_2020,11506,2020,Health,1315.0,2784.0,Standard,6.0,0,1,0
11507_2020,11507,2020,Auto,2609.0,3984.0,Premium,8.0,0,1,1
